school;region;klados ;deksiothta;importance;Επάρκεια;Αναντισττοιχία
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Επιθεώρηση της ποιότητας των προϊόντων;9,45;8,23;1,22
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Εντοπισμός και διόρθωση προβλημάτων;9,42;8,07;1,35
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Διενέργεια δοκιμαστικής λειτουργίας;9,26;8,17;1,09
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Τήρηση αρχείων για την πορεία των εργασιών;9,04;7,82;1,22
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Διόρθωση των δυσλειτουργιών του εξοπλισμού;8,99;7,6;1,39
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);8,93;7,55;1,38
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Εφαρμογή εργονομικών αρχών στην εργασία;8,53;7,47;1,06
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Μελέτη τεχνικών πηγών;8,49;7,26;1,23
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Χρήση εργαλείων μέτρησης;8,24;7,41;0,83
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;8,06;7,09;0,97
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Παρακολούθηση των αυτοματοποιημένων μηχανών;7,69;6,94;0,75
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ερμηνεία δισδιάστατων σχεδίων;6,95;5,76;1,19
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;6,72;5,89;0,83
ΕΠΑΛ;Δυτική Ελλάδα;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ερμηνεία τρισδιάστατων σχεδίων;6,53;5,27;1,26
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Εντοπισμός και διόρθωση προβλημάτων;9,4;7,6;1,8
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Τήρηση αρχείων για την πορεία των εργασιών;9;8,75;0,25
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Διόρθωση των δυσλειτουργιών του εξοπλισμού;8;6,5;1,5
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Χρήση κατάλληλου προστατευτικού εξοπλισμού;6,67;6,33;0,34
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Διενέργεια δοκιμαστικής λειτουργίας;6,67;6;0,67
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Χρήση εργαλείων μέτρησης;5;4,5;0,5
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);5;3,5;1,5
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Παρακολούθηση των αυτοματοποιημένων μηχανών;5;4;1
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Μελέτη τεχνικών πηγών;5;3,5;1,5
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Εφαρμογή εργονομικών αρχών στην εργασία;5;4;1
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Ερμηνεία τρισδιάστατων σχεδίων;5;4;1
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Ερμηνεία δισδιάστατων σχεδίων;5;4;1
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Επιθεώρηση της ποιότητας των προϊόντων;5;4;1
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;5;3,5;1,5
ΕΠΑΛ;Δυτική Ελλάδα;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;0;0;0
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Χρήση κατάλληλου προστατευτικού εξοπλισμού;10;10;0
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Χρήση εργαλείων μέτρησης;10;10;0
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Τήρηση αρχείων για την πορεία των εργασιών;10;9;1
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Παρακολούθηση των αυτοματοποιημένων μηχανών;10;9;1
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Μελέτη τεχνικών πηγών;10;8;2
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Εφαρμογή εργονομικών αρχών στην εργασία;10;9;1
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Ερμηνεία τρισδιάστατων σχεδίων;10;8;2
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Ερμηνεία δισδιάστατων σχεδίων;10;8;2
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Εντοπισμός και διόρθωση προβλημάτων;10;8;2
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Διόρθωση των δυσλειτουργιών του εξοπλισμού;10;8;2
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Διενέργεια δοκιμαστικής λειτουργίας;10;9;1
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;10;9;1
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);;;0
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;;;0
ΕΠΑΛ;Δυτική Ελλάδα;Χωρίς δραστηριότητα;Επιθεώρηση της ποιότητας των προϊόντων;;;0
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Εντοπισμός και διόρθωση προβλημάτων;9,64;7,64;2
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Επιθεώρηση της ποιότητας των προϊόντων;9,58;8,27;1,31
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Διόρθωση των δυσλειτουργιών του εξοπλισμού;9,57;7,86;1,71
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Χρήση κατάλληλου προστατευτικού εξοπλισμού;9,55;8,36;1,19
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Παρακολούθηση ύψους αποθεμάτων (ΕΠΑΛ);9,54;8,08;1,46
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Εφαρμογή των διαδικασιών ανάλυσης του κινδύνου και των κρίσιμων σημείων ελέγχου;9,5;8,14;1,36
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Χρήση εργαλείων μέτρησης;9,33;8;1,33
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Εφαρμογή εργονομικών αρχών στην εργασία;9,27;8;1,27
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Παρακολούθηση των αυτοματοποιημένων μηχανών;9,17;7,83;1,34
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Διενέργεια δοκιμαστικής λειτουργίας;9,14;7,86;1,28
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Τήρηση αρχείων για την πορεία των εργασιών;9;7,57;1,43
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ανάγνωση τυποποιημένων μηχανολογικών σχεδίων;9;7,6;1,4
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Μελέτη τεχνικών πηγών;8,75;7,25;1,5
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ερμηνεία δισδιάστατων σχεδίων;7,25;7,25;0
ΕΠΑΛ;Δυτική Μακεδονία;Δραστηριότητες υπηρεσιών παροχής καταλύματος και υπηρεσιών εστίασης;Ερμηνεία τρισδιάστατων σχεδίων;7;6,33;0,67
ΕΠΑΛ;Δυτική Μακεδονία;Άλλες δραστηριότητες παροχής υπηρεσιών;Επιθεώρηση της ποιότητας των προϊόντων;9,33;7,89;1,44
ΕΠΑΛ;Δυτική Μακεδονία;Άλλες δραστηριότητες παροχής υπηρεσιών;Διενέργεια δοκιμαστικής λειτουργίας;8,43;7,43;1
